,experience_coding,python_user,r_user,sql_user,most_used,compensation,category
522,2.1,True,False,True,,894,< 5 Years
523,2.6,True,False,False,PyTorch,55032,< 5 Years
524,18.2,False,False,False,PyTorch,293074,15-20 Years
525,1.2,True,True,False,,62407,< 5 Years
526,1.3,False,False,True,Scikit-learn,57986,< 5 Years
527,27.7,True,False,True,Keras,197702,25+ Years
528,0.35,True,False,False,,58495,< 5 Years
529,2.6,False,True,True,TensorFlow,60397,< 5 Years
530,0.43,True,False,True,,51395,< 5 Years
531,1.8,True,False,False,,87556,< 5 Years
532,3.7,True,False,False,PyTorch,4853,< 5 Years
533,0.92,True,False,True,Scikit-learn,4795,< 5 Years
534,7.7,True,False,True,Keras,10487,5-10 Years
535,5.9,True,True,False,Keras,49634,5-10 Years
536,4.4,True,True,True,Scikit-learn,85067,< 5 Years
537,2.1,True,False,True,TensorFlow,60649,< 5 Years
538,4.5,False,False,False,,29055,< 5 Years
539,0.28,False,True,False,,402,< 5 Years
540,2.6,True,False,False,TensorFlow,12966,< 5 Years
541,0.82,True,True,True,,55051,< 5 Years
542,4.8,True,False,False,,55936,< 5 Years
543,0.53,True,False,False,TensorFlow,72312,< 5 Years
544,0.44,False,True,False,,55815,< 5 Years
545,19.8,True,False,False,PyTorch,85996,15-20 Years
546,15.5,True,False,False,Scikit-learn,73483,15-20 Years
547,0.95,True,False,False,TensorFlow,57116,< 5 Years
548,2.2,True,False,True,Keras,71248,< 5 Years
549,0.51,True,False,False,,2620,< 5 Years
550,2.9,False,False,False,,72617,< 5 Years
551,2.7,True,False,True,Scikit-learn,5838,< 5 Years
552,2.7,True,False,True,,51572,< 5 Years
553,1.9,True,True,False,,70132,< 5 Years
554,2.7,False,True,False,,53668,< 5 Years
555,0.33,False,False,False,,59530,< 5 Years
556,0.62,True,False,False,Scikit-learn,253920,< 5 Years
557,1.9,True,False,False,TensorFlow,549,< 5 Years
558,0.32,True,False,True,PyTorch,755,< 5 Years
559,3.3,True,False,False,Keras,38078,< 5 Years
560,0.54,True,False,False,Scikit-learn,525,< 5 Years
561,0.73,True,False,False,,47261,< 5 Years
562,0.0,False,False,False,,24554,< 5 Years
563,5.5,True,False,False,PyTorch,22085,5-10 Years
564,1.2,True,False,False,Keras,17937,< 5 Years
565,3.9,True,False,False,Scikit-learn,72360,< 5 Years
566,15.1,True,False,True,Keras,18607,15-20 Years
567,2.9,True,False,False,Keras,57700,< 5 Years
568,0.83,True,False,True,Scikit-learn,1524,< 5 Years
569,7.6,True,False,False,PyTorch,18712,5-10 Years
570,1.4,True,False,True,PyTorch,53965,< 5 Years
571,3.1,True,False,False,,73004,< 5 Years
572,1.5,True,False,True,TensorFlow,50276,< 5 Years
573,4.2,True,False,False,,54145,< 5 Years
574,0.34,True,True,False,Scikit-learn,322,< 5 Years
575,0.82,True,False,True,,574,< 5 Years
576,16.5,False,False,False,,12801,15-20 Years
577,2.4,True,False,True,Keras,71045,< 5 Years
578,0.66,True,False,False,,69120,< 5 Years
579,8.0,True,False,True,PyTorch,82527,5-10 Years
580,6.6,True,True,True,PyTorch,60748,5-10 Years
581,1.0,True,False,True,Scikit-learn,490,< 5 Years
582,4.0,True,False,False,Scikit-learn,72533,< 5 Years
583,5.5,True,False,True,Scikit-learn,4320,5-10 Years
584,7.8,True,False,True,Scikit-learn,57114,5-10 Years
585,2.2,True,False,False,,250,< 5 Years
586,1.3,True,False,False,,54947,< 5 Years
587,1.9,True,True,True,,56963,< 5 Years
588,1.3,True,False,True,Scikit-learn,8316,< 5 Years
589,2.2,True,False,False,Scikit-learn,63330,< 5 Years
590,0.94,False,False,False,,67994,< 5 Years
591,27.8,False,True,True,,61608,25+ Years
592,1.6,True,False,True,,60833,< 5 Years
593,1.9,True,False,False,TensorFlow,55193,< 5 Years
594,3.9,True,False,True,TensorFlow,1788,< 5 Years
595,0.62,False,False,True,Keras,51397,< 5 Years
596,9.5,True,False,True,TensorFlow,80248,5-10 Years
597,2.4,True,False,False,TensorFlow,54401,< 5 Years
598,3.7,True,False,True,Scikit-learn,72472,< 5 Years
599,6.6,True,False,False,TensorFlow,67690,5-10 Years
600,0.94,False,False,False,,52835,< 5 Years
601,4.8,True,False,False,Scikit-learn,70275,< 5 Years
602,2.9,True,False,False,TensorFlow,1833,< 5 Years
603,0.25,True,False,False,TensorFlow,51048,< 5 Years
604,0.56,False,False,False,,12130,< 5 Years
605,16.8,True,False,False,TensorFlow,4441,15-20 Years
606,3.4,True,False,True,Keras,660,< 5 Years
607,3.3,False,False,False,TensorFlow,4356,< 5 Years
608,0.98,True,False,True,Scikit-learn,48658,< 5 Years
609,2.6,True,False,False,Scikit-learn,67022,< 5 Years
610,2.7,True,False,False,,55014,< 5 Years
611,13.3,True,False,False,PyTorch,79549,10-15 Years
612,17.3,True,False,True,TensorFlow,61440,15-20 Years
613,0.31,False,False,True,,74808,< 5 Years
614,1.7,True,True,False,,69191,< 5 Years
615,1.1,True,False,False,Scikit-learn,5414,< 5 Years
616,2.5,True,False,False,Keras,8027,< 5 Years
617,2.4,False,True,False,,304,< 5 Years
618,1.6,True,False,False,Keras,68620,< 5 Years
619,2.3,False,False,False,,68705,< 5 Years
620,0.69,False,False,False,,3266,< 5 Years
621,1.9,False,True,False,,56404,< 5 Years
622,4.7,True,False,False,Keras,72267,< 5 Years
623,6.9,True,False,False,Scikit-learn,15598,5-10 Years
624,1.8,True,False,False,TensorFlow,756,< 5 Years
625,4.4,True,False,False,Scikit-learn,3064,< 5 Years
626,0.44,True,False,False,,53474,< 5 Years
627,2.4,True,False,True,,3446,< 5 Years
628,0.64,True,False,True,TensorFlow,50527,< 5 Years
629,2.9,True,True,False,,54821,< 5 Years
630,26.6,True,False,True,Keras,154850,25+ Years
631,3.5,True,False,True,Scikit-learn,65435,< 5 Years
632,0.5,True,False,False,,73399,< 5 Years
633,1.2,True,True,False,Scikit-learn,64946,< 5 Years
634,1.5,True,True,False,Scikit-learn,18800,< 5 Years
635,0.92,True,False,False,TensorFlow,56757,< 5 Years
636,4.0,True,False,True,TensorFlow,2592,< 5 Years
637,0.47,True,False,False,Scikit-learn,16612,< 5 Years
638,4.7,True,False,False,,19143,< 5 Years
639,6.5,True,False,False,Keras,59359,5-10 Years
640,0.5,False,True,False,,120711,< 5 Years
641,4.7,True,True,True,PyTorch,52082,< 5 Years
642,0.75,True,False,True,,67918,< 5 Years
643,0.28,True,True,False,,59017,< 5 Years
644,2.8,False,False,True,,864,< 5 Years
645,2.1,False,False,True,,664,< 5 Years
646,7.3,True,False,True,Scikit-learn,19284,5-10 Years
647,16.1,True,True,True,Scikit-learn,217677,15-20 Years
648,0.0,False,False,False,,475180,< 5 Years
649,0.0,False,False,False,,10746,< 5 Years
650,4.8,True,False,False,Scikit-learn,56503,< 5 Years
651,9.8,False,False,True,Scikit-learn,8359,5-10 Years
652,1.7,True,True,True,Keras,378,< 5 Years
653,23.9,True,False,False,TensorFlow,70460,20-25 Years
654,0.92,True,False,True,Scikit-learn,21123,< 5 Years
655,0.7,True,False,True,TensorFlow,62,< 5 Years
656,0.68,True,False,True,TensorFlow,11020,< 5 Years
657,11.3,True,False,True,Scikit-learn,12529,10-15 Years
658,23.9,True,False,False,PyTorch,1325993,20-25 Years
659,3.0,True,True,False,,64688,< 5 Years
660,0.62,False,False,False,Keras,71694,< 5 Years
661,4.5,False,True,False,,62257,< 5 Years
662,27.4,True,False,True,TensorFlow,66467,25+ Years
663,0.0,False,False,False,,57612,< 5 Years
664,3.9,True,True,False,TensorFlow,17739,< 5 Years
665,3.8,True,False,True,TensorFlow,103218,< 5 Years
666,2.4,True,False,True,Scikit-learn,1507,< 5 Years
667,1.1,True,False,True,Scikit-learn,7254,< 5 Years
668,8.5,True,False,False,Scikit-learn,54862,5-10 Years
669,5.4,True,False,True,Keras,27111,5-10 Years
670,10.8,True,True,False,Keras,20031,10-15 Years
671,1.6,True,False,True,Scikit-learn,41563,< 5 Years
672,1.7,True,False,False,,67010,< 5 Years
673,4.7,True,False,True,Keras,5784,< 5 Years
674,16.8,False,False,False,,72308,15-20 Years
675,3.3,True,True,True,,22030,< 5 Years
676,3.3,True,False,False,Scikit-learn,67377,< 5 Years
677,0.29,True,False,False,Keras,796,< 5 Years
678,10.1,True,False,True,,69368,10-15 Years
679,1.1,True,False,True,Scikit-learn,72472,< 5 Years
680,0.67,True,False,False,,63048,< 5 Years
681,0.21,False,False,True,,9892,< 5 Years
682,0.96,True,False,True,Scikit-learn,56203,< 5 Years
683,22.9,True,False,False,Keras,48552,20-25 Years
684,3.5,True,False,False,TensorFlow,72018,< 5 Years
685,0.56,True,False,False,Scikit-learn,13,< 5 Years
686,0.64,True,False,False,,60665,< 5 Years
687,4.9,True,False,True,PyTorch,70969,< 5 Years
688,3.7,True,False,True,Scikit-learn,37353,< 5 Years
689,7.7,True,False,True,TensorFlow,13483,5-10 Years
690,2.6,True,False,True,Scikit-learn,73574,< 5 Years
691,0.44,False,False,False,,53506,< 5 Years
692,3.9,True,False,True,TensorFlow,26289,< 5 Years
693,15.1,True,False,True,,43464,15-20 Years
694,4.2,True,False,True,,5122,< 5 Years
695,3.8,True,False,False,TensorFlow,5330,< 5 Years
696,3.7,True,True,True,,8372,< 5 Years
697,0.67,True,False,True,,63035,< 5 Years
698,10.9,True,True,False,,287624,10-15 Years
699,1.8,True,False,False,PyTorch,66297,< 5 Years
700,2.7,True,False,False,,74909,< 5 Years
701,2.7,True,True,False,,68897,< 5 Years
702,1.1,True,False,False,TensorFlow,55103,< 5 Years
703,3.9,True,True,True,Scikit-learn,65436,< 5 Years
704,12.2,True,False,False,Scikit-learn,83337,10-15 Years
705,29.2,True,False,True,Scikit-learn,220415,25+ Years
706,0.31,False,False,False,,68892,< 5 Years
707,5.6,True,True,True,Scikit-learn,113998,5-10 Years
708,0.76,True,False,False,,61718,< 5 Years
709,4.8,True,False,False,PyTorch,621,< 5 Years
710,22.8,True,True,True,Scikit-learn,2830,20-25 Years
711,22.1,False,False,True,,174280,20-25 Years
712,9.8,True,False,False,Keras,62136,5-10 Years
713,27.1,True,True,False,Scikit-learn,80095,25+ Years
714,14.3,True,False,True,,88209,10-15 Years
715,3.5,True,False,False,Scikit-learn,64470,< 5 Years
716,6.9,True,False,True,Keras,102277,5-10 Years
717,1.6,False,True,False,,53512,< 5 Years
718,1.5,True,False,True,,71858,< 5 Years
719,0.95,True,False,True,Keras,1481,< 5 Years
720,8.7,True,True,True,Scikit-learn,70758,5-10 Years
721,2.4,True,False,False,Scikit-learn,508,< 5 Years
722,17.0,False,True,False,,17559,15-20 Years
723,0.93,True,False,True,,10373,< 5 Years
724,3.8,True,False,False,Keras,57164,< 5 Years
725,2.5,True,True,True,PyTorch,7724,< 5 Years
726,7.1,True,False,False,TensorFlow,54590,5-10 Years
727,29.3,False,True,False,,74891,25+ Years
728,4.1,True,False,True,PyTorch,325,< 5 Years
729,0.65,True,False,False,Keras,554,< 5 Years
730,2.8,False,True,True,,39643,< 5 Years
731,4.9,True,False,True,Scikit-learn,71105,< 5 Years
732,3.6,True,False,True,Scikit-learn,5051,< 5 Years
733,8.5,True,False,True,PyTorch,11048,5-10 Years
734,0.41,True,False,True,,74783,< 5 Years
735,19.9,True,False,True,TensorFlow,21353,15-20 Years
736,4.2,True,False,False,Scikit-learn,682,< 5 Years
737,26.5,True,True,True,Keras,429315,25+ Years
738,2.6,True,False,True,Scikit-learn,65441,< 5 Years
739,5.4,True,False,False,PyTorch,72536,5-10 Years
740,5.1,False,True,True,,119762,5-10 Years
741,23.1,True,True,False,Scikit-learn,195277,20-25 Years
742,0.5,False,False,False,,69484,< 5 Years
743,7.7,True,False,False,Scikit-learn,185336,5-10 Years
744,6.8,True,False,False,Keras,69491,5-10 Years
745,27.8,False,True,False,Keras,714555,25+ Years
746,3.9,True,True,True,Scikit-learn,72595,< 5 Years
747,16.5,True,False,False,Scikit-learn,872,15-20 Years
748,3.4,True,False,True,Scikit-learn,141,< 5 Years
749,20.3,True,False,True,TensorFlow,268989,20-25 Years
750,1.1,True,False,True,TensorFlow,4006,< 5 Years
751,19.5,True,False,True,Keras,9336,15-20 Years
752,2.0,True,False,True,TensorFlow,3085,< 5 Years
753,6.0,True,False,False,Scikit-learn,62835,5-10 Years
754,2.6,True,True,True,Keras,27020,< 5 Years
755,2.3,True,False,False,Scikit-learn,76,< 5 Years
756,0.6,True,True,False,Scikit-learn,38476,< 5 Years
757,1.0,True,False,False,PyTorch,70504,< 5 Years
758,1.1,True,False,True,Scikit-learn,6973,< 5 Years
759,2.7,True,False,False,PyTorch,544,< 5 Years
760,3.9,True,False,False,,58032,< 5 Years
761,0.43,True,False,True,,325,< 5 Years
762,15.1,True,False,False,,74528,15-20 Years
763,0.58,False,True,True,,119,< 5 Years
764,29.7,True,False,False,Scikit-learn,20426,25+ Years
765,6.1,True,False,True,Scikit-learn,41107,5-10 Years
766,1.1,True,False,False,TensorFlow,11114,< 5 Years
767,4.2,True,True,True,Scikit-learn,31534,< 5 Years
768,1.7,True,False,True,TensorFlow,9606,< 5 Years
769,2.5,True,False,True,,62179,< 5 Years
770,1.3,True,False,True,TensorFlow,58568,< 5 Years
771,4.7,True,True,True,Scikit-learn,9603,< 5 Years
772,3.9,False,False,False,,9078,< 5 Years
773,1.6,True,True,False,TensorFlow,943,< 5 Years
774,4.1,True,False,False,PyTorch,52653,< 5 Years
775,0.3,True,False,False,PyTorch,221,< 5 Years
776,3.6,True,False,False,,53034,< 5 Years
777,4.6,True,False,True,TensorFlow,11002,< 5 Years
778,2.1,True,False,True,PyTorch,53292,< 5 Years
779,1.2,False,False,True,Scikit-learn,456,< 5 Years
780,0.32,True,False,True,,71624,< 5 Years
781,1.1,True,False,True,,73324,< 5 Years
782,14.8,True,True,True,Scikit-learn,91644,10-15 Years
783,1.9,True,False,False,TensorFlow,11855,< 5 Years
784,9.0,True,False,True,Scikit-learn,23530,5-10 Years
785,2.1,True,False,False,TensorFlow,12407,< 5 Years
786,2.3,True,False,False,Scikit-learn,67512,< 5 Years
787,3.9,True,False,True,TensorFlow,968,< 5 Years
788,0.47,False,False,False,,69126,< 5 Years
789,0.52,True,False,False,Keras,56472,< 5 Years
790,0.74,True,False,False,,63077,< 5 Years
791,4.9,True,True,True,TensorFlow,52625,< 5 Years
792,2.4,True,False,False,Keras,68695,< 5 Years
793,1.4,True,True,True,Keras,6528,< 5 Years
794,2.3,True,False,False,Scikit-learn,64466,< 5 Years
795,2.0,True,False,False,TensorFlow,57584,< 5 Years
796,21.5,True,True,True,Scikit-learn,63587,20-25 Years
797,1.5,True,False,False,Scikit-learn,64878,< 5 Years
798,6.3,True,False,True,Keras,2220,5-10 Years
799,4.5,True,False,False,Keras,65180,< 5 Years
800,0.98,True,False,False,,60218,< 5 Years
801,2.2,True,False,True,Scikit-learn,4645,< 5 Years
802,2.4,True,False,False,Scikit-learn,68252,< 5 Years
803,0.86,True,False,True,,70314,< 5 Years
804,0.39,True,False,True,,766,< 5 Years
805,26.6,True,True,False,TensorFlow,2030,25+ Years
806,1.3,True,False,False,TensorFlow,54022,< 5 Years
807,0.3,True,True,False,,53318,< 5 Years
808,3.1,True,False,False,,56645,< 5 Years
809,4.7,True,False,False,PyTorch,52326,< 5 Years
810,16.3,True,False,False,PyTorch,97,15-20 Years
811,0.0,False,False,False,,11425,< 5 Years
812,5.2,True,True,True,Scikit-learn,36288,5-10 Years
813,2.5,True,False,False,Keras,484,< 5 Years
814,4.2,True,False,True,Keras,4893,< 5 Years
815,29.1,True,False,True,TensorFlow,104484,25+ Years
816,2.5,True,False,False,,56945,< 5 Years
817,1.1,True,False,False,,52839,< 5 Years
818,1.9,True,False,False,,58164,< 5 Years
819,4.2,True,False,True,Keras,14807,< 5 Years
820,1.2,True,False,False,,2789,< 5 Years
821,1.7,True,True,False,,73427,< 5 Years
822,0.47,True,False,False,,58350,< 5 Years
823,0.84,True,False,True,Scikit-learn,16755,< 5 Years
824,4.1,True,False,True,Scikit-learn,953,< 5 Years
825,0.6,True,False,False,PyTorch,65157,< 5 Years
826,0.48,True,False,False,PyTorch,67006,< 5 Years
827,1.6,True,False,False,TensorFlow,753,< 5 Years
828,2.0,True,False,False,Keras,59231,< 5 Years
829,6.2,True,True,False,,69020,5-10 Years
830,2.7,True,False,False,Scikit-learn,495,< 5 Years
831,1.1,True,False,False,PyTorch,42047,< 5 Years
832,0.9,True,False,False,,64311,< 5 Years
833,0.25,True,False,True,,4314,< 5 Years
834,0.0,False,False,False,,623,< 5 Years
835,3.4,True,False,True,PyTorch,472,< 5 Years
836,1.0,True,False,False,TensorFlow,2724,< 5 Years
837,0.56,True,False,True,Scikit-learn,594,< 5 Years
838,4.3,True,False,True,Keras,10808,< 5 Years
839,10.6,True,False,False,Keras,69254,10-15 Years
840,4.8,True,False,False,Keras,340,< 5 Years
841,22.8,True,False,False,Scikit-learn,39388,20-25 Years
842,4.9,True,False,False,PyTorch,837,< 5 Years
843,2.1,True,False,False,,65343,< 5 Years
844,0.62,False,False,False,Scikit-learn,65800,< 5 Years
845,0.41,True,False,False,Keras,639,< 5 Years
846,3.7,True,False,True,TensorFlow,378,< 5 Years
847,9.7,True,True,False,Scikit-learn,248,5-10 Years
848,10.6,True,False,True,,84270,10-15 Years
849,0.58,True,False,True,Scikit-learn,88125,< 5 Years
850,1.1,True,False,False,,47405,< 5 Years
851,9.8,True,False,False,,55049,5-10 Years
852,2.9,True,True,False,,61031,< 5 Years
853,0.0,False,False,False,,1869,< 5 Years
854,21.7,True,False,True,Scikit-learn,4317,20-25 Years
855,0.99,True,True,False,Scikit-learn,64635,< 5 Years
856,0.33,False,False,False,,51402,< 5 Years
857,1.3,True,False,False,PyTorch,21777,< 5 Years
858,3.0,True,False,False,Scikit-learn,50854,< 5 Years
859,2.1,True,False,False,,181181,< 5 Years
860,0.72,True,False,False,Scikit-learn,56455,< 5 Years
861,0.4,True,False,False,Scikit-learn,55947,< 5 Years
862,8.7,False,False,True,PyTorch,1516,5-10 Years
863,7.7,True,True,False,PyTorch,74963,5-10 Years
864,20.7,True,False,True,Scikit-learn,283,20-25 Years
865,4.6,True,False,True,PyTorch,24310,< 5 Years
866,8.7,True,False,False,Scikit-learn,46410,5-10 Years
867,0.94,True,True,True,TensorFlow,1773,< 5 Years
868,0.84,True,False,False,,63503,< 5 Years
869,4.7,True,False,False,PyTorch,8517,< 5 Years
870,2.7,True,False,True,Scikit-learn,677,< 5 Years
871,2.3,True,False,False,Scikit-learn,95980,< 5 Years
872,2.7,True,False,False,Scikit-learn,61704,< 5 Years
873,2.7,True,False,True,TensorFlow,2096,< 5 Years
874,0.26,True,False,False,,3332,< 5 Years
875,21.0,True,True,True,,74876,20-25 Years
876,2.7,False,False,False,,53241,< 5 Years
877,3.3,True,False,True,Scikit-learn,65015,< 5 Years
878,4.5,True,False,True,PyTorch,69794,< 5 Years
879,1.1,True,False,True,Scikit-learn,1688,< 5 Years
880,3.9,True,False,False,PyTorch,69211,< 5 Years
881,0.82,True,False,False,PyTorch,66810,< 5 Years
882,1.8,True,False,False,,70512,< 5 Years
883,4.4,True,False,False,PyTorch,70396,< 5 Years
884,1.7,False,False,False,TensorFlow,54649,< 5 Years
885,1.0,True,False,True,Scikit-learn,163626,< 5 Years
886,26.7,True,False,True,,20134,25+ Years
887,0.63,True,True,True,Scikit-learn,50557,< 5 Years
888,11.3,True,False,False,TensorFlow,67548,10-15 Years
889,1.2,True,False,False,,835,< 5 Years
890,2.1,True,False,False,TensorFlow,74524,< 5 Years
891,0.68,False,True,False,,55162,< 5 Years
892,0.99,True,False,True,Scikit-learn,66597,< 5 Years
893,2.4,True,True,True,,73110,< 5 Years
894,1.3,False,False,False,,63709,< 5 Years
895,3.4,True,False,True,PyTorch,181429,< 5 Years
896,2.5,True,False,True,TensorFlow,22534,< 5 Years
897,2.7,True,False,False,Keras,67768,< 5 Years
898,13.7,True,False,True,Scikit-learn,63167,10-15 Years
899,0.74,True,False,True,Keras,211,< 5 Years
900,2.9,True,False,False,,68852,< 5 Years
901,3.4,True,True,False,Scikit-learn,63195,< 5 Years
902,24.8,True,True,False,,51234,20-25 Years
903,1.7,True,False,False,Keras,954,< 5 Years
904,12.4,True,False,True,PyTorch,94385,10-15 Years
905,2.7,True,True,True,Scikit-learn,67835,< 5 Years
906,6.4,True,True,False,PyTorch,256979,5-10 Years
907,0.41,True,False,False,Keras,67498,< 5 Years
908,15.9,True,True,True,Scikit-learn,10541,15-20 Years
909,4.9,True,False,False,Scikit-learn,2743,< 5 Years
910,2.1,True,False,False,Keras,2000,< 5 Years
911,0.91,True,False,True,Scikit-learn,52961,< 5 Years
912,0.42,True,True,False,PyTorch,542,< 5 Years
913,1.1,True,False,False,Keras,68699,< 5 Years
914,4.0,True,False,False,TensorFlow,270,< 5 Years
915,0.99,True,False,True,,73596,< 5 Years
916,0.6,True,False,False,Scikit-learn,791,< 5 Years
917,0.75,True,False,False,,65499,< 5 Years
918,1.0,True,False,True,Scikit-learn,9095,< 5 Years
919,2.8,True,False,True,Scikit-learn,56712,< 5 Years
920,0.88,True,False,False,,64964,< 5 Years
921,1.7,True,True,True,TensorFlow,304,< 5 Years
922,2.6,True,False,False,Keras,27862,< 5 Years
923,4.5,True,False,False,PyTorch,56429,< 5 Years
924,29.5,True,True,True,Scikit-learn,56617,25+ Years
925,4.8,True,False,True,Scikit-learn,4377,< 5 Years
926,0.68,True,False,False,,66917,< 5 Years
927,3.4,True,False,True,Scikit-learn,40909,< 5 Years
928,11.9,True,False,True,TensorFlow,30501,10-15 Years
929,28.0,False,False,False,,95918,25+ Years
930,0.46,True,False,False,,52440,< 5 Years
931,0.47,True,False,False,,51,< 5 Years
932,7.9,True,False,True,Keras,17570,5-10 Years
933,2.3,True,False,True,Scikit-learn,26060,< 5 Years
